"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","HGNC","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","source","Stress","target","TopologicalCoefficient"
"3.7416829745596867","0.003583375199595135","0.26725941422594146","0.10714285714285714","8","8","IRS1","false","3667","18.0","0","8","0","0.9390737116764514","false","0","3667","IRS1_HUMAN","29368","IRS1_HUMAN","0.18112244897959184"
"4.516634050880627","8.376832664098235E-4","0.22140381282495666","0.0","3","8","CSTF3","false","1479","6.666666666666667","0","3","0","0.9218525766470972","false","0","1479","CSTF3_HUMAN","4062","CSTF3_HUMAN","0.3333333333333333"
"4.0655577299412915","0.005198459199066874","0.2459687123947052","0.0","6","8","THRB","false","7068","11.0","0","6","0","0.9318764948901935","false","0","7068","THB_HUMAN","25612","THB_HUMAN","0.20833333333333334"
"3.8424657534246576","0.0013594709854020184","0.26024955436720143","0.28888888888888886","10","7","ARPC4","false","10093","16.5","0","10","0","0.936834094368341","false","0","10093","ARPC4_HUMAN","11274","ARPC4_HUMAN","0.18314606741573033"
"5.325831702544031","0.0","0.1877641006797722","0.0","1","9","PAEP","false","5047","3.0","0","1","0","0.9038704066101327","false","0","5047","PAEP_HUMAN","0",,"0.0"
"3.8326810176125243","0.005306556477142491","0.26091396476895584","0.10714285714285714","8","8","PSMD2","false","5708","12.25","0","8","0","0.937051532941944","false","0","5708","PSMD2_HUMAN","29316","PSMD2_HUMAN","0.15460526315789475"
"4.258317025440313","0.0025440251211497947","0.23483455882352944","0.0","4","8","ARHGAP1","false","392","9.5","0","4","0","0.9275929549902153","false","0","392","RHG01_HUMAN","13272","RHG01_HUMAN","0.25"
"4.554794520547945","2.2339546452837365E-4","0.2195488721804511","0.0","2","8","BABAM1","false","29086","12.0","0","2","0","0.9210045662100457","false","0","29086","BABA1_HUMAN","1260","BABA1_HUMAN","0.5238095238095238"
"4.287671232876712","0.0024024815885981014","0.23322683706070288","0.0","2","8","SH2D1B","false","117157","16.0","0","2","0","0.9269406392694064","false","0","117157","SH21B_HUMAN","11932","SH21B_HUMAN","0.5"
"4.914872798434442","2.035266776494502E-4","0.20346406529962174","0.0","2","9","CYP1A2","false","1544","4.0","0","2","0","0.9130028267014568","false","0","1544","CP1A2_HUMAN","1220","CP1A2_HUMAN","0.5"
