input	symbol	entrez_id	name	status
NT5E	NT5E	4907	5'-nucleotidase ecto	ok
CPA2	CPA2	1358	carboxypeptidase A2	ok
CPB1	CPB1	1360	carboxypeptidase B1	ok
GGT7	GGT7	2686	gamma-glutamyltransferase 7	ok
CFL1	VPS72	6944	vacuolar protein sorting 72 homolog	ok
CFL1	CFL1	1072	cofilin 1	ok
C3orf18	C3orf18	51161	chromosome 3 open reading frame 18	ok
SLC26A6	SLC26A6	65010	solute carrier family 26 member 6	ok
RNF152	RNF152	220441	ring finger protein 152	ok
ZNF655	ZNF655	79027	zinc finger protein 655	ok
PDE6A	PDE6A	5145	phosphodiesterase 6A	ok
PDE2A	PDE2A	5138	phosphodiesterase 2A	ok
KCNJ6	KCNJ6	3763	potassium inwardly rectifying channel subfamily J member 6	ok
KCNJ8	KCNJ8	3764	potassium inwardly rectifying channel subfamily J member 8	ok
SLC12A6	SLC12A6	9990	solute carrier family 12 member 6	ok
MAP3K13	MAP3K13	9175	mitogen-activated protein kinase kinase kinase 13	ok
RCAN1	RCAN1	1827	regulator of calcineurin 1	ok
ARAF	ARAF	369	A-Raf proto-oncogene, serine/threonine kinase	ok
IRAK1	IRAK1	3654	interleukin 1 receptor associated kinase 1	ok
REEP5	REEP5	7905	receptor accessory protein 5	ok
KCNJ14	KCNJ14	3770	potassium inwardly rectifying channel subfamily J member 14	ok
KCNJ12	KCNJ12	3768	potassium inwardly rectifying channel subfamily J member 12	ok
PDE6B	PDE6B	5158	phosphodiesterase 6B	ok
PDIA4	PDIA4	9601	protein disulfide isomerase family A member 4	ok
GOT2	GOT2	2806	glutamic-oxaloacetic transaminase 2	ok
PRR19	PRR19	284338	proline rich 19	ok
KCNJ9	KCNJ9	3765	potassium inwardly rectifying channel subfamily J member 9	ok
IDH1	IDH1	3417	isocitrate dehydrogenase (NADP(+)) 1	ok
KCNJ1	KCNJ1	3758	potassium inwardly rectifying channel subfamily J member 1	ok
IDH2	IDH2	3418	isocitrate dehydrogenase (NADP(+)) 2	ok
NR4A1	NR4A1	3164	nuclear receptor subfamily 4 group A member 1	ok
YAF2	YAF2	10138	YY1 associated factor 2	ok
ABHD10	ABHD10	55347	abhydrolase domain containing 10, depalmitoylase	ok
RHCG	RHCG	51458	Rh family C glycoprotein	ok
GSTT2	GSTT2	2953	glutathione S-transferase theta 2 (gene/pseudogene)	ok
GSTO1	GSTO1	9446	glutathione S-transferase omega 1	ok
GOT1L1	GOT1L1	137362	glutamic-oxaloacetic transaminase 1 like 1	ok
TMTC4	TMTC4	84899	transmembrane O-mannosyltransferase targeting cadherins 4	ok
TESK2	TESK2	10420	testis associated actin remodelling kinase 2	ok
CBX5	CBX5	23468	chromobox 5	ok
UBTD1	UBTD1	80019	ubiquitin domain containing 1	ok
TMEM79	TMEM79	84283	transmembrane protein 79	ok
UBXN4	UBXN4	23190	UBX domain protein 4	ok
DSTN	DSTN	11034	destrin, actin depolymerizing factor	ok
SCN2B	SCN2B	6327	sodium voltage-gated channel beta subunit 2	ok
FCRLA	FCRLA	84824	Fc receptor like A	ok
PTGES	PTGES	9536	prostaglandin E synthase	ok
CYFIP1	CYFIP1	23191	cytoplasmic FMR1 interacting protein 1	ok
KCNJ3	KCNJ3	3760	potassium inwardly rectifying channel subfamily J member 3	ok
GSTO2	GSTO2	119391	glutathione S-transferase omega 2	ok
CCL8	CCL8	6355	C-C motif chemokine ligand 8	ok
KDM8	KDM8	79831	lysine demethylase 8	ok
IGFBP2	IGFBP2	3485	insulin like growth factor binding protein 2	ok
MBOAT7	MBOAT7	79143	membrane bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	ok
KSR1	KSR1	8844	kinase suppressor of ras 1	ok
TRPC1	TRPC1	7220	transient receptor potential cation channel subfamily C member 1	ok
SORCS1	SORCS1	114815	sortilin related VPS10 domain containing receptor 1	ok
IL18RAP	IL18RAP	8807	interleukin 18 receptor accessory protein	ok
ZFAND3	ZFAND3	60685	zinc finger AN1-type containing 3	ok
KCNN2	KCNN2	3781	potassium calcium-activated channel subfamily N member 2	ok
SLC25A20	SLC25A20	788	solute carrier family 25 member 20	ok
RAET1E	RAET1E	135250	retinoic acid early transcript 1E	ok
RAET1G	RAET1G	353091	retinoic acid early transcript 1G	ok
ULBP2	ULBP2	80328	UL16 binding protein 2	ok
NDUFA11	NDUFA11	126328	NADH:ubiquinone oxidoreductase subunit A11	ok
ZNF384	ZNF384	171017	zinc finger protein 384	ok
SLC7A14	SLC7A14	57709	solute carrier family 7 member 14	ok
LOXHD1	LOXHD1	125336	lipoxygenase homology PLAT domains 1	ok
SHPK	SHPK	23729	sedoheptulokinase	ok
PSMD2	PSMD2	5708	proteasome 26S subunit ubiquitin receptor, non-ATPase 2	ok
DPP4	DPP4	1803	dipeptidyl peptidase 4	ok
MGLL	MGLL	11343	monoglyceride lipase	ok
RIPK2	RIPK2	8767	receptor interacting serine/threonine kinase 2	ok
PDE11A	IFT70A-AS1	139281660	IFT70A antisense RNA 1	ok
PDE11A	PDE11A	50940	phosphodiesterase 11A	ok
TMCO4	TMCO4	255104	transmembrane and coiled-coil domains 4	ok
SLC7A4	SLC7A4	6545	solute carrier family 7 member 4	ok
PDE6C	PDE6C	5146	phosphodiesterase 6C	ok
AIMP2	AIMP2	7965	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	ok
SCARA5	SCARA5	286133	scavenger receptor class A member 5	ok
TBCEL	TBCEL	219899	tubulin folding cofactor E like	ok
NOS1AP	NOS1AP	9722	nitric oxide synthase 1 adaptor protein	ok
KCNMA1	KCNMA1	3778	potassium calcium-activated channel subfamily M alpha 1	ok
PSMA3	PSMA3	5684	proteasome 20S subunit alpha 3	ok
NCK2	NCK2	8440	NCK adaptor protein 2	ok
TNIP3	TNIP3	79931	TNFAIP3 interacting protein 3	ok
PATE3	PATE3	100169851	prostate and testis expressed 3	ok
TUBA1A	TUBA1A	7846	tubulin alpha 1a	ok
PTTG2	PTTG2	10744	pituitary tumor-transforming 2	ok
SIGLEC14	SIGLEC14	100049587	sialic acid binding Ig like lectin 14	ok
RCL1	RCL1	10171	RNA terminal phosphate cyclase like 1	ok
ISCA1	ISCA1	81689	iron-sulfur cluster assembly 1	ok
SETD4	SETD4	54093	SET domain containing 4	ok
CACNB1	CACNB1	782	calcium voltage-gated channel auxiliary subunit beta 1	ok
WNT2	WNT2	7472	Wnt family member 2	ok
IGSF1	IGSF1	3547	immunoglobulin superfamily member 1	ok
ABHD4	ABHD4	63874	abhydrolase domain containing 4, N-acyl phospholipase B	ok
TINAGL1	TINAGL1	64129	tubulointerstitial nephritis antigen like 1	ok
TINAG	TINAG	27283	tubulointerstitial nephritis antigen	ok
ETNPPL	ETNPPL	64850	ethanolamine-phosphate phospho-lyase	ok
POU2F3	POU2F3	25833	POU class 2 homeobox 3	ok
RNF144A	RNF144A	9781	ring finger protein 144A	ok
ABAT	ABAT	18	4-aminobutyrate aminotransferase	ok
PGLYRP1	PGLYRP1	8993	peptidoglycan recognition protein 1	ok
ZNF283	ZNF283	284349	zinc finger protein 283	ok
CEACAM19	CEACAM19	56971	CEA cell adhesion molecule 19	ok
TRIM61	TRIM61	391712	tripartite motif containing 61	ok
GGA3	GGA3	23163	golgi associated, gamma adaptin ear containing, ARF binding protein 3	ok
PDE9A	PDE9A	5152	phosphodiesterase 9A	ok
PHYKPL	PHYKPL	85007	5-phosphohydroxy-L-lysine phospho-lyase	ok
MGRN1	MGRN1	23295	mahogunin ring finger 1	ok
SPEG	SPEG	10290	striated muscle enriched protein kinase	ok
LOXL4	LOXL4	84171	lysyl oxidase like 4	ok
ZNF391	ZNF391	346157	zinc finger protein 391	ok
NKX2-1	NKX2-1	7080	NK2 homeobox 1	ok
TNFAIP8L3	TNFAIP8L3	388121	TNF alpha induced protein 8 like 3	ok
CDKN1C	CDKN1C	1028	cyclin dependent kinase inhibitor 1C	ok
CTSZ	CTSZ	1522	cathepsin Z	ok
TSC22D3	TSC22D3	1831	TSC22 domain family member 3	ok
COLQ	COLQ	8292	collagen like tail subunit of asymmetric acetylcholinesterase	ok
ZNRF1	ZNRF1	84937	zinc and ring finger 1	ok
CD226	CD226	10666	CD226 molecule	ok
PLTP	PLTP	5360	phospholipid transfer protein	ok
SERPINF2	SERPINF2	5345	serpin family F member 2	ok
ATF2	GDNF	2668	glial cell derived neurotrophic factor	ok
ATF2	ATF2	1386	activating transcription factor 2	ok
BCL11A	BCL11A	53335	BCL11 transcription factor A	ok
BASP1	BASP1	10409	brain abundant membrane attached signal protein 1	ok
RNF224	RNF224	643596	ring finger protein 224	ok
PPM1J	PPM1J	333926	protein phosphatase, Mg2+/Mn2+ dependent 1J	ok
SLC36A4	SLC36A4	120103	solute carrier family 36 member 4	ok
PDE8B	PDE8B	8622	phosphodiesterase 8B	ok
DMAP1	DMAP1	55929	DNA methyltransferase 1 associated protein 1	ok
CTSB	CTSB	1508	cathepsin B	ok
BGN	BGN	633	biglycan	ok
CMIP	CMIP	80790	c-Maf inducing protein	ok
PCGF6	PCGF6	84108	polycomb group ring finger 6	ok
FLVCR2	FLVCR2	55640	FLVCR choline and putative heme transporter 2	ok
PPM1N	PPM1N	147699	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)	ok
KIRREL2	KIRREL2	84063	kirre like nephrin family adhesion molecule 2	ok
CHAD	CHAD	1101	chondroadherin	ok
TCF7L1	TCF7L1	83439	transcription factor 7 like 1	ok
ABHD6	ABHD6	57406	abhydrolase domain containing 6, acylglycerol lipase	ok
CCDC122	CCDC122	160857	coiled-coil domain containing 122	ok
RNF4	RNF4	6047	ring finger protein 4	ok
APIP	APIP	51074	APAF1 interacting protein	ok
EPC2	EPC2	26122	enhancer of polycomb 2	ok
DPP10	DPP10	57628	dipeptidyl peptidase like 10	ok
SLC7A1	SLC7A1	6541	solute carrier family 7 member 1	ok
NAP1L5	NAP1L5	266812	nucleosome assembly protein 1 like 5	ok
CNTN6	CNTN6	27255	contactin 6	ok
BRAF	BRAF	673	B-Raf proto-oncogene, serine/threonine kinase	ok
DBNDD2	DBNDD2	55861	dysbindin domain containing 2	ok
ARHGAP15	ARHGAP15	55843	Rho GTPase activating protein 15	ok
PDE10A	PDE10A	10846	phosphodiesterase 10A	ok
CD33	CD33	945	CD33 molecule	ok
EPHA4	EPHA4	2043	EPH receptor A4	ok
GTF2A2	GTF2A2	2958	general transcription factor IIA subunit 2	ok
C11orf91	C11orf91	100131378	chromosome 11 open reading frame 91	ok
IL27	MYDGF	56005	myeloid derived growth factor	ok
IL27	IL27	246778	interleukin 27	ok
LRRC8C	LRRC8C	84230	leucine rich repeat containing 8 VRAC subunit C	ok
ZNF579	ZNF579	163033	zinc finger protein 579	ok
PFDN5	PFDN5	5204	prefoldin subunit 5	ok
C5orf63	C5orf63	401207	chromosome 5 open reading frame 63	ok
MAF	MAF	4094	MAF bZIP transcription factor	ok
RNF187	RNF187	149603	ring finger protein 187	ok
RNF182	RNF182	221687	ring finger protein 182	ok
PDE4B	PDE4B	5142	phosphodiesterase 4B	ok
KLF3	KLF3	51274	KLF transcription factor 3	ok
DNAL4	DNAL4	10126	dynein axonemal light chain 4	ok
ATMIN	ATMIN	23300	ATM interactor	ok
CSRNP3	CSRNP3	80034	cysteine and serine rich nuclear protein 3	ok
CHRDL1	CHRDL1	91851	chordin like 1	ok
CNTN3	CNTN3	5067	contactin 3	ok
PLA2R1	PLA2R1	22925	phospholipase A2 receptor 1	ok
SET	SET	6418	SET nuclear proto-oncogene	ok
DUS4L	DUS4L	11062	dihydrouridine synthase 4 like	ok
PDE7B	PDE7B	27115	phosphodiesterase 7B	ok
PDE4A	PDE4A	5141	phosphodiesterase 4A	ok
ETFDH	ETFDH	2110	electron transfer flavoprotein dehydrogenase	ok
SHOC2	SHOC2	8036	SHOC2 leucine rich repeat scaffold protein	ok
ALKBH6	ALKBH6	84964	alkB homolog 6, nucleotide demethylase	ok
TRIM17	TRIM17	51127	tripartite motif containing 17	ok
THAP6	THAP6	152815	THAP domain containing 6	ok
ACOT6	ACOT6	641372	acyl-CoA thioesterase 6	ok
SUMF1	SUMF1	285362	sulfatase modifying factor 1	ok
SLC24A2	SLC24A2	25769	solute carrier family 24 member 2	ok
SLC24A2	SLC24A4	123041	solute carrier family 24 member 4	ok
SLC7A10	SLC7A10	56301	solute carrier family 7 member 10	ok
GADD45G	GADD45G	10912	growth arrest and DNA damage inducible gamma	ok
SPAG11B	SPAG11B	10407	sperm associated antigen 11B	ok
LYN	LYN	4067	LYN proto-oncogene, Src family tyrosine kinase	ok
ABHD8	ABHD8	79575	abhydrolase domain containing 8	ok
NAPEPLD	NAPEPLD	222236	N-acyl phosphatidylethanolamine phospholipase D	ok
KCNJ15	KCNJ15	3772	potassium inwardly rectifying channel subfamily J member 15	ok
CDO1	CDO1	1036	cysteine dioxygenase type 1	ok
RYBP	RYBP	23429	RING1 and YY1 binding protein	ok
PDE4C	PDE4C	5143	phosphodiesterase 4C	ok
PDE1A	PDE1A	5136	phosphodiesterase 1A	ok
RCAN2	RCAN2	10231	regulator of calcineurin 2	ok
AGPAT2	AGPAT2	10555	1-acylglycerol-3-phosphate O-acyltransferase 2	ok
PDE1C	PDE1C	5137	phosphodiesterase 1C	ok
SIGLEC9	SIGLEC9	27180	sialic acid binding Ig like lectin 9	ok
PDE4D	PDE4D	5144	phosphodiesterase 4D	ok
UNKL	UNKL	64718	unk like zinc finger	ok
ABHD14A	ABHD14A	25864	abhydrolase domain containing 14A	ok
SCN4A	SCN4A	6329	sodium voltage-gated channel alpha subunit 4	ok
CSF1R	CSF1R	1436	colony stimulating factor 1 receptor	ok
DNMT3A	DNMT3A	1788	DNA methyltransferase 3 alpha	ok
CMTM1	CMTM1	113540	CKLF like MARVEL transmembrane domain containing 1	ok
HTR3B	HTR3B	9177	5-hydroxytryptamine receptor 3B	ok
IGF2	IGF2	3481	insulin like growth factor 2	ok
TMEM104	SLC38A12	54868	solute carrier family 38 member 12	ok
BCAT1	BCAT1	586	branched chain amino acid transaminase 1	ok
BCAT2	BCAT2	587	branched chain amino acid transaminase 2	ok
FLT3	FLT3	2322	fms related receptor tyrosine kinase 3	ok
IGF1	IGF1	3479	insulin like growth factor 1	ok
SMOC1	SMOC1	64093	SPARC related modular calcium binding 1	ok
SLC22A31	SLC22A31	146429	solute carrier family 22 member 31	ok
DTNA	DTNA	1837	dystrobrevin alpha	ok
PFDN2	PFDN2	5202	prefoldin subunit 2	ok
PSMA2	PSMA2	5683	proteasome 20S subunit alpha 2	ok
GGT6	GGT6	124975	gamma-glutamyltransferase 6	ok
MSL2	MSL2	55167	MSL complex subunit 2	ok
NIT1	NIT1	4817	nitrilase 1	ok
KLC3	KLC3	147700	kinesin light chain 3	ok
PHYH	PHYH	5264	phytanoyl-CoA 2-hydroxylase	ok
PSG5	PSG5	5673	pregnancy specific beta-1-glycoprotein 5	ok
HMGCR	HMGCR	3156	3-hydroxy-3-methylglutaryl-CoA reductase	ok
RPS28	RPS28	6234	ribosomal protein S28	ok
SLCO4C1	SLCO4C1	353189	solute carrier organic anion transporter family member 4C1	ok
BHMT	BHMT	635	betaine--homocysteine S-methyltransferase	ok
PSMB7	PSMB7	5695	proteasome 20S subunit beta 7	ok
PSMB6	PSMB6	5694	proteasome 20S subunit beta 6	ok
ALKBH4	ALKBH4	54784	alkB homolog 4, lysine demethylase	ok
OGFR	OGFR	11054	opioid growth factor receptor	ok
MGST1	MGST1	4257	microsomal glutathione S-transferase 1	ok
SLC38A11	SLC38A11	151258	solute carrier family 38 member 11	ok
PSMA1	PSMA1	5682	proteasome 20S subunit alpha 1	ok
FCGR1A	FCGR1A	2209	Fc gamma receptor Ia	ok
PSMA4	PSMA4	5685	proteasome 20S subunit alpha 4	ok
PSMA5	PSMA5	5686	proteasome 20S subunit alpha 5	ok
PSMB1	PSMB1	5689	proteasome 20S subunit beta 1	ok
PSMB10	PSMB10	5699	proteasome 20S subunit beta 10	ok
PSMB3	PSMB3	5691	proteasome 20S subunit beta 3	ok
SLC36A1	SLC36A1	206358	solute carrier family 36 member 1	ok
PSMB8	PSMB8	5696	proteasome 20S subunit beta 8	ok
PSMB9	PSMB9	5698	proteasome 20S subunit beta 9	ok
SIGLEC8	SIGLEC8	27181	sialic acid binding Ig like lectin 8	ok
OTP	OTP	23440	orthopedia homeobox	ok
C5orf24	C5orf24	134553	chromosome 5 open reading frame 24	ok
NFKBIL1	NFKBIL1	4795	NFKB inhibitor like 1	ok
NFKB1	NFKB1	4790	nuclear factor kappa B subunit 1	ok
CEACAM1	CEACAM1	634	CEA cell adhesion molecule 1	ok
SLC19A3	SLC19A3	80704	solute carrier family 19 member 3	ok
ITIH1	ITIH1	3697	inter-alpha-trypsin inhibitor heavy chain 1	ok
TMEM123	NPM3	10360	nucleophosmin/nucleoplasmin 3	ok
TMEM123	TMEM123	114908	transmembrane protein 123	ok
TUBD1	TUBD1	51174	tubulin delta 1	ok
RAF1	RNASE3	6037	ribonuclease A family member 3	ok
RAF1	RAF1	5894	Raf-1 proto-oncogene, serine/threonine kinase	ok
FBXL7	FBXL7	23194	F-box and leucine rich repeat protein 7	ok
PLXND1	PLXND1	23129	plexin D1	ok
SIGLEC10	SIGLEC10	89790	sialic acid binding Ig like lectin 10	ok
FGFRL1	FGFRL1	53834	fibroblast growth factor receptor like 1	ok
UPB1	UPB1	51733	beta-ureidopropionase 1	ok
CCNB1IP1	CCNB1IP1	57820	cyclin B1 interacting protein 1	ok
UQCRB	UQCRB	7381	ubiquinol-cytochrome c reductase binding protein	ok
RBM43	RBM43	375287	RNA binding motif protein 43	ok
UBXN7	UBXN7	26043	UBX domain protein 7	ok
RNF151	RNF151	146310	ring finger protein 151	ok
CLEC7A	CLEC7A	64581	C-type lectin domain containing 7A	ok
ZBTB42	ZBTB42	100128927	zinc finger and BTB domain containing 42	ok
LRRC40	LRRC40	55631	leucine rich repeat containing 40	ok
CDHR4	CDHR4	389118	cadherin related family member 4	ok
UBE2V1	UBE2V1	7335	ubiquitin conjugating enzyme E2 V1	ok
N4BP1	N4BP1	9683	NEDD4 binding protein 1	ok
LOXL2	LOXL2	4017	lysyl oxidase like 2	ok
MTAP	MTAP	4507	methylthioadenosine phosphorylase	ok
OAT	OAT	4942	ornithine aminotransferase	ok
MSR1	MSR1	4481	macrophage scavenger receptor 1	ok
EFNA4	EFNA4	1945	ephrin A4	ok
RNF11	RNF11	26994	ring finger protein 11	ok
FAU	FAU	2197	FAU ubiquitin like and ribosomal protein S30 fusion	ok
PPM1F	PPM1F	9647	protein phosphatase, Mg2+/Mn2+ dependent 1F	ok
CAMTA2	CAMTA2	23125	calmodulin binding transcription activator 2	ok
LRFN5	LRFN5	145581	leucine rich repeat and fibronectin type III domain containing 5	ok
HAPLN2	HAPLN2	60484	hyaluronan and proteoglycan link protein 2	ok
TLE6	TLE6	79816	TLE family member 6, subcortical maternal complex member	ok
SNRNP25	SNRNP25	79622	small nuclear ribonucleoprotein U11/U12 subunit 25	ok
CEACAM6	CEACAM6	4680	CEA cell adhesion molecule 6	ok
CAMK2D	CAMK2D	817	calcium/calmodulin dependent protein kinase II delta	ok
CEACAM21	CEACAM21	90273	CEA cell adhesion molecule 21	ok
ARPC1B	ARPC1B	10095	actin related protein 2/3 complex subunit 1B	ok
PLIN5	PLIN5	440503	perilipin 5	ok
SLC12A2	SLC12A2	6558	solute carrier family 12 member 2	ok
LRRC36	LRRC36	55282	leucine rich repeat containing 36	ok
NIT2	NIT2	56954	nitrilase family member 2	ok
TRIM32	TRIM32	22954	tripartite motif containing 32	ok
KCNA7	KCNA7	3743	potassium voltage-gated channel subfamily A member 7	ok
PEX11G	PEX11G	92960	peroxisomal biogenesis factor 11 gamma	ok
DUS1L	DUS1L	64118	dihydrouridine synthase 1 like	ok
P4HA1	P4HA1	5033	prolyl 4-hydroxylase subunit alpha 1	ok
KCNC4	KCNC4	3749	potassium voltage-gated channel subfamily C member 4	ok
NPIPA3	NPIPA3	642778	nuclear pore complex interacting protein family member A3	ok
BCAM	BCAT2	587	branched chain amino acid transaminase 2	ok
BCAM	BCAM	4059	basal cell adhesion molecule (Lutheran blood group)	ok
PTTG1	PTTG1	9232	PTTG1 regulator of sister chromatid separation, securin	ok
WDR93	WDR93	56964	WD repeat domain 93	ok
ARPC4	ARPC4-TTLL3	100526693	ARPC4-TTLL3 readthrough	ok
ARPC4	ARPC4	10093	actin related protein 2/3 complex subunit 4	ok
BUB1	BUB1	699	BUB1 mitotic checkpoint serine/threonine kinase	ok
TESK1	TESK1	7016	testis associated actin remodelling kinase 1	ok
COL17A1	COL17A1	1308	collagen type XVII alpha 1 chain	ok
IGLON5	IGLON5	402665	IgLON family member 5	ok
PDE1B	PDE1B	5153	phosphodiesterase 1B	ok
TRAIP	TRAIP	10293	TRAF interacting protein	ok
TCL1A	TCL1A	8115	TCL1 family AKT coactivator A	ok
TOX	TOX	9760	thymocyte selection associated high mobility group box	ok
PRICKLE3	PRICKLE3	4007	prickle planar cell polarity protein 3	ok
ISLR2	ISLR2	57611	immunoglobulin superfamily containing leucine rich repeat 2	ok
ISLR	ISLR	3671	immunoglobulin superfamily containing leucine rich repeat	ok
NANP	NANP	140838	N-acetylneuraminic acid phosphatase	ok
ACRV1	ACRV1	56	acrosomal vesicle protein 1	ok
ZNF765	ZNF765	91661	zinc finger protein 765	ok
LRRC1	LRRC1	55227	leucine rich repeat containing 1	ok
UBQLNL	UBQLNL	143630	ubiquilin like	ok
ADAMTS17	ADAMTS17	170691	ADAM metallopeptidase with thrombospondin type 1 motif 17	ok
CLEC5A	CLEC5A	23601	C-type lectin domain containing 5A	ok
TNNI3K	FPGT-TNNI3K	100526835	FPGT-TNNI3K readthrough	ok
TNNI3K	TNNI3K	51086	TNNI3 interacting kinase	ok
ALKBH2	ALKBH2	121642	alkB homolog 2, alpha-ketoglutarate dependent dioxygenase	ok
DNAJB5	DNAJB5	25822	DnaJ heat shock protein family (Hsp40) member B5	ok
CD59	CD59	966	CD59 molecule (CD59 blood group)	ok
ERICH5	ERICH5	203111	glutamate rich 5	ok
TONSL	TONSL	4796	tonsoku like, DNA repair protein	ok
ZNF134	ZNF134	7693	zinc finger protein 134	ok
GLYAT	GLYAT	10249	glycine-N-acyltransferase	ok
NUDCD1	NUDCD1	84955	NudC domain containing 1	ok
TSN	SND1	27044	staphylococcal nuclease and tudor domain containing 1	ok
TSN	TSN	7247	translin	ok
FAM149B1	FAM149B1	317662	family with sequence similarity 149 member B1	ok
TWF2	TWF2	11344	twinfilin actin binding protein 2	ok
TRIL	TRIL	9865	TLR4 interactor with leucine rich repeats	ok
DMBT1	DMBT1	1755	deleted in malignant brain tumors 1	ok
TCF7L2	TCF7L2	6934	transcription factor 7 like 2	ok
HOXC10	HOXC10	3226	homeobox C10	ok
VSIG8	VSIG8	391123	V-set and immunoglobulin domain containing 8	ok
C22orf15	C22orf15	150248	chromosome 22 open reading frame 15	ok
CNKSR3	CNKSR3	154043	CNKSR family member 3	ok
FAM110C	FAM110C	642273	family with sequence similarity 110 member C	ok
GMFB	GMFB	2764	glia maturation factor beta	ok
PPP1R7	PPP1R7	5510	protein phosphatase 1 regulatory subunit 7	ok
IGSF23	IGSF23	147710	immunoglobulin superfamily member 23	ok
PTPN11	PTPN11	5781	protein tyrosine phosphatase non-receptor type 11	ok
CIC	SLC25A1	6576	solute carrier family 25 member 1	ok
CIC	CIC	23152	capicua transcriptional repressor	ok
TACC1	TACC1	6867	transforming acidic coiled-coil containing protein 1	ok
SCAP	SH2D2A	9047	SH2 domain containing 2A	ok
SCAP	SCAP	22937	SREBF chaperone	ok
SSBP2	SSBP2	23635	single stranded DNA binding protein 2	ok
SIGLEC6	SIGLEC6	946	sialic acid binding Ig like lectin 6	ok
PDE3A	PDE3A	5139	phosphodiesterase 3A	ok
PTPN6	PTPN6	5777	protein tyrosine phosphatase non-receptor type 6	ok
EFR3B	EFR3B	22979	EFR3 homolog B	ok
CD96	CD96	10225	CD96 molecule	ok
FDX1	FDX1	2230	ferredoxin 1	ok
NR1H2	NR1H2	7376	nuclear receptor subfamily 1 group H member 2	ok
LRRTM4	LRRTM4	80059	leucine rich repeat transmembrane neuronal 4	ok
NUDT12	NUDT12	83594	nudix hydrolase 12	ok
SOX8	SOX8	30812	SRY-box transcription factor 8	ok
PIP	BPNT1	10380	3'(2'), 5'-bisphosphate nucleotidase 1	ok
PIP	PIP	5304	prolactin induced protein	ok
APLF	APLF	200558	aprataxin and PNKP like factor	ok
PSMA7	PSMA7	5688	proteasome 20S subunit alpha 7	ok
PSMB5	PSMB5	5693	proteasome 20S subunit beta 5	ok
PSMB4	PSMB4	5692	proteasome 20S subunit beta 4	ok
ETS2	ETS2	2114	ETS proto-oncogene 2, transcription factor	ok
ALKBH3	ALKBH3	221120	alkB homolog 3, alpha-ketoglutarate dependent dioxygenase	ok
DUS3L	DUS3L	56931	dihydrouridine synthase 3 like	ok
PDE8A	PDE8A	5151	phosphodiesterase 8A	ok
F11R	F11R	50848	F11 receptor	ok
BTD	SP8	221833	Sp8 transcription factor	ok
BTD	BTD	686	biotinidase	ok
PDE7A	PDE7A	5150	phosphodiesterase 7A	ok
CDC42SE1	CDC42SE1	56882	CDC42 small effector 1	ok
CFL2	CFL2	1073	cofilin 2	ok
SERTM1	SERTM1	400120	serine rich and transmembrane domain containing 1	ok
ZEB1	ZEB1	6935	zinc finger E-box binding homeobox 1	ok
MLNR	MLNR	2862	motilin receptor	ok
GPR18	GPR18	2841	G protein-coupled receptor 18	ok
CCR4	CNOT6	57472	CCR4-NOT transcription complex subunit 6	ok
CCR4	CCR4	1233	C-C motif chemokine receptor 4	ok
CYSLTR2	CYSLTR2	57105	cysteinyl leukotriene receptor 2	ok
OXTR	OXTR	5021	oxytocin receptor	ok
CYSLTR1	CYSLTR1	10800	cysteinyl leukotriene receptor 1	ok
GPR17	GPR17	2840	G protein-coupled receptor 17	ok
PTAFR	PTAFR	5724	platelet activating factor receptor	ok
P2RY14	P2RY14	9934	purinergic receptor P2Y14	ok
LPAR4	LPAR4	2846	lysophosphatidic acid receptor 4	ok
GPR15	GPR15	2838	G protein-coupled receptor 15	ok
GPR137	GPR137	56834	G protein-coupled receptor 137	ok
GPR182	ACKR5	11318	atypical chemokine receptor 5	ok
RXFP3	RXFP3	51289	relaxin family peptide receptor 3	ok
GPR34	GPR34	2857	G protein-coupled receptor 34	ok
P2RY8	P2RY8	286530	P2Y receptor family member 8	ok
OPRM1	OPRM1	4988	opioid receptor mu 1	ok
VN1R5	VN1R5	317705	vomeronasal 1 receptor 5 (gene/pseudogene)	ok
OR2M2	OR2M2	391194	olfactory receptor family 2 subfamily M member 2	ok
P2RY4	P2RY4	5030	pyrimidinergic receptor P2Y4	ok
LPAR6	LPAR6	10161	lysophosphatidic acid receptor 6	ok
CXCR4	CXCR4	7852	C-X-C motif chemokine receptor 4	ok
GPER1	GPER1	2852	G protein-coupled estrogen receptor 1	ok
OPRD1	OPRD1	4985	opioid receptor delta 1	ok
P2RY1	P2RY1	5028	purinergic receptor P2Y1	ok
GPR4	GPR4	2828	G protein-coupled receptor 4	ok
FPR3	FPR3	2359	formyl peptide receptor 3	ok
OPRK1	OPRK1	4986	opioid receptor kappa 1	ok
LTB4R	LTB4R	1241	leukotriene B4 receptor	ok
GPR65	GPR65	8477	G protein-coupled receptor 65	ok
GPR20	GPR20	2843	G protein-coupled receptor 20	ok
OXGR1	OXGR1	27199	oxoglutarate receptor 1	ok
GPR174	GPR174	84636	G protein-coupled receptor 174	ok
P2RY6	P2RY6	5031	pyrimidinergic receptor P2Y6	ok
GPR35	GPR35	2859	G protein-coupled receptor 35	ok
GPR68	GPR68	8111	G protein-coupled receptor 68	ok
