pathway_id,pathway_name,mean_E_drug,mean_E_comp,frac_tilt_edrug,frac_tilt_ecomp,n_drugs_addictive,n_drugs_nonaddictive,n_add_p,n_non_p,n_add_drugs,n_non_drugs,p_value_drug,p_value_comp,FDR_drug,FDR_comp
KEGG:hsa00600,Sphingolipid metabolism,0.8172043010752689,0.30107526881720426,0.8279569892473119,0.8279569892473119,40,53,3,1,40,53,0.001182576637398654,0.02320473655440295,0.0017317647251172638,0.02497031433571622
KEGG:hsa00650,Butanoate metabolism,0.5056179775280899,0.5056179775280899,0.7528089887640449,0.7528089887640449,29,60,2,2,29,60,0.00019051218185937068,0.00019051218185937068,0.0003166776677951903,0.00028935532223829105
KEGG:hsa00760,Nicotinate and nicotinamide metabolism,0.381294964028777,0.5851318944844124,0.6834532374100719,0.697841726618705,41,98,1,3,41,98,1.385858091589722e-05,1.392664759188618e-05,2.739903084950699e-05,2.536140339057533e-05
KEGG:hsa00830,Retinol metabolism,0.30655270655270656,0.43682983682983684,0.6410256410256411,0.6581196581196581,40,77,5,11,40,77,9.184831701467933e-09,6.418348199297602e-08,2.6423169278962028e-08,1.6602330615285247e-07
KEGG:hsa00900,Terpenoid backbone biosynthesis,0.7027027027027027,0.3310810810810811,0.8513513513513513,0.8513513513513513,47,101,3,2,47,101,0.0005551054020207231,3.813568054924606e-05,0.0008499280488717294,6.448719894119402e-05
KEGG:hsa00970,Aminoacyl-tRNA biosynthesis,0.18137254901960784,0.3344226579520697,0.5947712418300654,0.5980392156862745,84,222,3,5,84,222,1.924424738162112e-14,5.851546898538009e-10,1.14799016847939e-13,2.0102001806018586e-09
KEGG:hsa01100,Metabolic pathways,0.08579351282037166,0.04464596516932157,0.5036764705882353,0.6078431372549019,224,592,34,111,224,592,7.4080072430194e-57,2.2376368276051035e-43,1.0208233980880733e-54,4.061310842103263e-41
KEGG:hsa01212,Fatty acid metabolism,0.4838709677419355,0.3024193548387097,0.7419354838709677,0.7419354838709677,47,77,2,4,47,77,3.2767057747668256e-07,1.0721761017663515e-08,7.921579925664361e-07,3.113599399529485e-08
KEGG:hsa01521,EGFR tyrosine kinase inhibitor resistance,0.28714448236632534,0.347657461991933,0.6723549488054608,0.6791808873720137,88,205,3,22,88,205,6.32252870144841e-14,1.184166227511567e-10,3.443653972567553e-13,4.655440511769302e-10
KEGG:hsa01522,Endocrine resistance,0.6766630316248636,0.2113342183869897,0.8473282442748091,0.8683206106870229,219,305,6,23,219,305,6.351917108755357e-18,0.0005700333251566462,5.720876977689465e-17,0.0007928049694707379
KEGG:hsa01524,Platinum drug resistance,0.15252832274108868,0.30364741641337384,0.601823708206687,0.6048632218844985,83,246,3,20,83,246,3.6319574853688716e-18,7.675384627999558e-16,3.3589512851263795e-17,6.581491228261038e-15
KEGG:hsa02010,ABC transporters,0.192090395480226,0.4124293785310735,0.5677966101694916,0.6271186440677966,44,74,1,3,44,74,2.938819828071524e-08,1.1408519470264937e-08,7.878781562417431e-08,3.295458276689262e-08
KEGG:hsa03008,Ribosome biogenesis in eukaryotes,0.2676190476190476,0.5968253968253968,0.6081632653061224,0.6653061224489796,70,175,1,9,70,175,8.328452822537053e-12,1.2183020649264776e-11,3.477759996804867e-11,5.6941242433688164e-11
KEGG:hsa03013,RNA transport,0.4978122236186752,0.3612903225806452,0.7419354838709677,0.7419354838709677,107,234,10,10,107,234,1.5281045199442448e-11,2.6464500505880383e-09,6.103559502849766e-11,8.234240300258211e-09
KEGG:hsa03015,mRNA surveillance pathway,0.8508988724247265,0.34746588693957114,0.9239766081871345,0.9239766081871345,122,220,14,6,122,220,7.508921065336762e-05,0.01543452412385545,0.00013403229569992304,0.016892660071234758
KEGG:hsa03040,Spliceosome,0.8433658465304035,0.5083069620253164,0.9145569620253164,0.9177215189873418,119,197,4,8,119,197,0.00010733185474503626,0.008443801630919042,0.00018721936182108855,0.00962858636237784
KEGG:hsa03320,PPAR signaling pathway,0.030998608842920217,0.281437125748503,0.5209580838323353,0.5209580838323353,38,129,10,10,38,129,3.0982945829840457e-11,3.784363078269306e-11,1.1925837808245852e-10,1.6035686351110017e-10
KEGG:hsa03420,Nucleotide excision repair,0.6202321724709785,0.7522388059701492,0.8109452736318408,0.8159203980099502,69,132,2,5,69,132,2.479014594402827e-06,2.457301812700003e-06,5.312724900602014e-06,4.982913518485704e-06
KEGG:hsa04010,MAPK signaling pathway,0.22630826864403505,0.14112473862213173,0.583941605839416,0.681265206812652,117,294,9,49,117,294,1.8228390895256622e-19,8.149785430951891e-12,1.9029335343684563e-18,3.892594883467811e-11
KEGG:hsa04012,ErbB signaling pathway,0.21666666666666665,0.5790291726446676,0.6422764227642277,0.6504065040650406,69,177,2,17,69,177,3.0897243401122505e-13,1.8805276957884613e-13,1.5538832630199566e-12,1.131433514206428e-12
KEGG:hsa04014,Ras signaling pathway,0.30181087474202783,0.1605226934752418,0.664323374340949,0.6836555360281195,169,400,13,44,169,400,5.816855745372395e-31,4.3762578823980963e-16,1.7812504926940355e-29,3.971454028276272e-15
KEGG:hsa04015,Rap1 signaling pathway,0.6133270450805995,0.20176642451523968,0.8183254344391785,0.8372827804107424,240,393,14,37,240,393,5.586113845955159e-28,2.6739812271483694e-30,1.2829441466210348e-26,7.663067253590985e-29
KEGG:hsa04020,Calcium signaling pathway,0.6698400054768987,0.1931393102314301,0.8540880503144654,0.8477987421383648,250,545,34,18,250,545,4.695483347730024e-21,1.0321519684161155e-31,5.829167615470246e-20,3.406101495773181e-30
KEGG:hsa04022,cGMP-PKG signaling pathway,0.4009054289428121,0.1510347129506008,0.6822429906542056,0.7303070761014686,228,521,16,23,228,521,4.838421575187024e-33,4.1930083023023746e-42,1.8019851163804646e-31,5.0735400457858735e-40
KEGG:hsa04024,cAMP signaling pathway,0.6161524303722606,0.1586400371705339,0.8354922279792746,0.832901554404145,257,515,32,23,257,515,1.0307664192982813e-28,1.0738332082124668e-32,2.491923027707073e-27,4.176444156226344e-31
KEGG:hsa04060,Cytokine-cytokine receptor interaction,0.5622697598179209,0.40576903265684555,0.7845884413309983,0.7968476357267951,187,384,15,34,187,384,4.151340027445004e-20,7.29114564362296e-39,4.688972588376406e-19,6.107736619927234e-37
KEGG:hsa04062,Chemokine signaling pathway,0.6684994230290459,0.24075757575757575,0.8465909090909091,0.8465909090909091,255,449,25,24,255,449,3.0031032518859223e-25,8.114637501312158e-28,5.5922652447281094e-24,1.767368047785788e-26
KEGG:hsa04064,NF-kappa B signaling pathway,0.1090686274509804,0.16911764705882354,0.5404411764705882,0.5772058823529411,61,211,4,16,61,211,3.175395134716217e-14,1.277311056014688e-14,1.8006973233082088e-13,9.527340684931474e-14
KEGG:hsa04066,HIF-1 signaling pathway,0.47377892030848334,0.2679192499621957,0.7146529562982005,0.8200514138817481,131,258,4,17,131,258,4.3286472348064247e-19,1.0958354639205355e-09,4.385938154090627e-18,3.638307378687387e-09
KEGG:hsa04068,FoxO signaling pathway,0.2563768671007277,0.15631801664627137,0.6407506702412868,0.6863270777479893,112,261,7,41,112,261,3.586604306290952e-21,4.2486489726290764e-13,4.5342575541916814e-20,2.409780589163054e-12
KEGG:hsa04070,Phosphatidylinositol signaling system,0.33659786860920005,0.32695939565627946,0.6827195467422096,0.7025495750708215,116,237,3,12,116,237,8.052504189077284e-21,1.3370404559004832e-10,9.733641028551314e-20,5.181626535500449e-10
KEGG:hsa04071,Sphingolipid signaling pathway,0.8674089417208682,0.18345404796394654,0.944954128440367,0.944954128440367,265,389,19,15,265,389,5.931224458775132e-15,2.0512974042883154e-05,3.7839015297185796e-14,3.638213148648169e-05
KEGG:hsa04072,Phospholipase D signaling pathway,0.5374906475752738,0.25693627093364463,0.7785613540197461,0.7926657263751763,244,465,15,29,244,465,4.8916081828737054e-32,3.151148397899061e-37,1.644057579512187e-30,2.1447503783200487e-35
KEGG:hsa04080,Neuroactive ligand-receptor interaction,0.8965943831504916,0.14268003659616713,0.965389369592089,0.7972805933250927,312,497,127,8,312,497,4.8940033498926785e-23,2.619779203307956e-41,7.3303658871218605e-22,2.5935814112748764e-39
KEGG:hsa04110,Cell cycle,0.7595592628021873,0.15279088050314465,0.8844339622641509,0.8891509433962265,159,265,12,15,159,265,4.0330123554691075e-09,0.01102566543580339,1.2187480319816732e-08,0.012365550627795976
KEGG:hsa04114,Oocyte meiosis,0.7910580503173096,0.2268665490887713,0.8827160493827161,0.9135802469135802,158,328,14,15,158,328,2.6314339599543395e-08,1.4979816469601562e-05,7.152102557824616e-08,2.705310138539983e-05
KEGG:hsa04115,p53 signaling pathway,0.5577405857740586,0.3668695321414987,0.7573221757322176,0.8158995815899581,82,157,2,11,82,157,1.4138258454243922e-08,1.7558101569723304e-07,3.9679267107837316e-08,4.2871687465086724e-07
KEGG:hsa04137,Mitophagy - animal,0.012295081967213115,0.4180327868852459,0.5,0.5163934426229508,23,99,1,11,23,99,1.6532346734084387e-06,3.6978331948184027e-06,3.650893237110302e-06,7.255748376859893e-06
KEGG:hsa04140,Autophagy - animal,0.3726666666666667,0.20241926655719758,0.6895238095238095,0.7276190476190476,171,354,6,29,171,354,6.961385529387419e-27,6.881271010442701e-14,1.431759590969532e-25,4.356804726960524e-13
KEGG:hsa04141,Protein processing in endoplasmic reticulum,0.534733893557423,0.475,0.7647058823529411,0.7725490196078432,86,169,4,8,86,169,9.923231158333672e-10,6.805677417822875e-05,3.2174617732197174e-09,0.00011094884293426812
KEGG:hsa04142,Lysosome,0.07454039996412877,0.1228813559322034,0.5254237288135594,0.5536723163841808,58,119,4,11,58,119,2.0209882270511403e-14,1.0710957215961983e-09,1.1901375114856715e-13,3.588994587133108e-09
KEGG:hsa04144,Endocytosis,0.3183017125324818,0.20096343873517786,0.6458333333333334,0.7483974358974359,210,414,11,46,210,414,1.6712172876878146e-37,6.106687548376113e-38,8.857451624745418e-36,4.433455160121058e-36
KEGG:hsa04145,Phagosome,0.7836318625309451,0.23662928984029902,0.8960244648318043,0.9113149847094801,123,204,9,10,123,204,1.034452791163915e-08,0.007853875363047602,2.9638198176676634e-08,0.008993554437811607
KEGG:hsa04146,Peroxisome,0.8578369905956112,0.12617554858934169,0.9184952978056427,0.896551724137931,143,176,8,4,143,176,3.8555130725614635e-07,1.716296364889744e-09,9.223779538176556e-07,5.481075487873698e-09
KEGG:hsa04150,mTOR signaling pathway,0.7814178901367513,0.1890422744515271,0.9074733096085409,0.9092526690391459,216,346,14,26,216,346,4.1955348824802493e-13,9.772349666273877e-06,2.050158534772264e-12,1.809879045335417e-05
KEGG:hsa04151,PI3K-Akt signaling pathway,0.5974441868687203,0.1517144519929688,0.8028350515463918,0.8208762886597938,271,505,31,56,271,505,2.3086210628202126e-32,6.630118213724736e-20,8.157127755298085e-31,9.139492069299033e-19
KEGG:hsa04152,AMPK signaling pathway,0.7597080867558683,0.18356775950632606,0.8907849829351536,0.9010238907849829,226,360,18,22,226,360,3.3166921707961955e-17,0.005104555903117247,2.704379770033821e-16,0.005996614216283368
KEGG:hsa04210,Apoptosis,0.4581937299388823,0.1999856099579091,0.7340720221606648,0.7728531855955678,116,245,7,22,116,245,1.6512850843039222e-18,2.9726351555441117e-07,1.5801880876186143e-17,7.022125128823291e-07
KEGG:hsa04211,Longevity regulating pathway,0.642079207920792,0.2378322042730589,0.8341584158415841,0.8514851485148515,159,245,5,19,159,245,1.038688085723154e-17,0.0003074643706970865,9.175078090554527e-17,0.0004543130253583815
KEGG:hsa04213,Longevity regulating pathway - multiple species,0.711318795430945,0.4540869307224447,0.881619937694704,0.8847352024922118,119,202,3,14,119,202,6.2851810594326534e-12,0.0004897158712260217,2.664916769199445e-11,0.0006971249460982191
KEGG:hsa04260,Cardiac muscle contraction,0.7253158865056881,0.14957507082152974,0.8555240793201133,0.8498583569405099,128,225,15,5,128,225,6.706657639943505e-07,4.2235800636320355e-05,1.5402957046403584e-06,7.076121060454287e-05
KEGG:hsa04261,Adrenergic signaling in cardiomyocytes,0.4426343028621171,0.11698985945561287,0.7,0.7219178082191781,230,500,21,22,230,500,1.0048094403347413e-24,3.0526608705907775e-22,1.7751633445913762e-23,4.553900942566242e-21
KEGG:hsa04270,Vascular smooth muscle contraction,0.3550380530079778,0.13685850991114148,0.6661654135338346,0.7218045112781954,197,468,11,25,197,468,3.1549989764519646e-30,1.021494521838601e-46,8.872629774593484e-29,3.7080251142741217e-44
KEGG:hsa04310,Wnt signaling pathway,0.7288780967954661,0.12906127037661608,0.8684654300168634,0.8684654300168634,200,393,15,15,200,393,4.117016218835817e-14,2.522481562173697e-13,2.3061985160795757e-13,1.4768722694662128e-12
KEGG:hsa04330,Notch signaling pathway,0.4573820395738204,0.4931506849315068,0.726027397260274,0.726027397260274,74,145,2,4,74,145,5.77117186465381e-09,2.061991346854512e-05,1.7102526515038604e-08,3.6512334580887205e-05
KEGG:hsa04350,TGF-beta signaling pathway,0.8405525846702318,0.21390374331550802,0.9278074866310161,0.93048128342246,130,244,8,10,130,244,9.1805335443312e-06,0.0016048267880485168,1.8414519976839e-05,0.0020483813752688756
KEGG:hsa04360,Axon guidance,0.6083818108367419,0.14647942843064796,0.8097560975609757,0.8341463414634146,238,377,10,33,238,377,1.0798876034093207e-25,7.263106509481093e-08,2.125835882140063e-24,1.8610642326646848e-07
KEGG:hsa04370,VEGF signaling pathway,0.4134563937934724,0.3084737827715356,0.7275280898876404,0.7443820224719101,99,257,4,15,99,257,6.291292554458471e-17,1.7509159108170317e-21,4.953943508596442e-16,2.576685711999659e-20
KEGG:hsa04371,Apelin signaling pathway,0.8055201134148503,0.1776714513556619,0.9027113237639554,0.9027113237639554,227,400,18,15,227,400,4.2887163431273486e-11,5.822952554485266e-13,1.637077872805952e-10,3.2353037407318644e-12
KEGG:hsa04380,Osteoclast differentiation,0.4813318643652834,0.24552270779777208,0.7583547557840618,0.7840616966580977,129,260,5,24,129,260,7.39651801391473e-21,1.8001516152242608e-13,9.100358770691517e-20,1.095176038535877e-12
KEGG:hsa04390,Hippo signaling pathway,0.830742001828214,0.16651743318409984,0.927689594356261,0.9259259259259259,203,364,20,13,203,364,2.301420482022513e-11,1.106004203415837e-08,9.061021212077207e-11,3.203294089148528e-08
KEGG:hsa04510,Focal adhesion,0.2528220478781624,0.12598930481283424,0.6431818181818182,0.6659090909090909,132,308,10,34,132,308,1.5971559034739744e-24,1.0543133679502042e-18,2.751101043733921e-23,1.2805302420959818e-17
KEGG:hsa04514,Cell adhesion molecules (CAMs),0.5909564393939394,0.10387970615243343,0.78125,0.78125,122,230,11,9,122,230,4.6194393592341775e-11,1.8110762381798018e-15,1.743996558088958e-10,1.4718373308789585e-14
KEGG:hsa04520,Adherens junction,0.1378504672897196,0.174357476635514,0.5747663551401869,0.5934579439252337,65,149,4,16,65,149,3.2710230034201127e-13,2.2923775972333024e-08,1.6272453785967204e-12,6.336038587276819e-08
KEGG:hsa04530,Tight junction,0.7262954354791089,0.11471913179987714,0.869701726844584,0.8681318681318682,220,417,28,23,220,417,5.5096479061146096e-17,1.3433059040524255e-16,4.363387824497662e-16,1.3178920085703525e-15
KEGG:hsa04550,Signaling pathways regulating pluripotency of stem cells,0.5414381414381414,0.10671141921141922,0.7915057915057915,0.8108108108108109,175,343,11,24,175,343,1.3439973769917872e-19,4.728909832015332e-17,1.469863798011653e-18,4.90455505434733e-16
KEGG:hsa04610,Complement and coagulation cascades,0.8022883295194508,0.4645308924485126,0.9038901601830663,0.8901601830663616,171,266,7,3,171,266,5.931903529525875e-07,7.406903591353149e-24,1.369206543331098e-06,1.2409412324590123e-22
KEGG:hsa04611,Platelet activation,0.5864580290193787,0.14883873794916738,0.8113496932515337,0.8205521472392638,241,411,14,20,241,411,1.0076022173970203e-31,2.977424366790528e-28,3.229013617611846e-30,7.048728555293228e-27
KEGG:hsa04614,Renin-angiotensin system,0.7754857997010464,0.5396113602391629,0.8834080717488789,0.8834080717488789,167,279,3,3,167,279,2.0843444144623833e-05,1.373763796208121e-19,4.0114896691748105e-05,1.8024443061092096e-18
KEGG:hsa04620,Toll-like receptor signaling pathway,0.4581211336498346,0.32410204766700235,0.7552870090634441,0.7673716012084593,104,227,4,18,104,227,9.81773408648326e-17,2.2639381336695767e-17,7.558009816298286e-16,2.393620026763271e-16
KEGG:hsa04621,NOD-like receptor signaling pathway,0.1061800991583074,0.12377493370229448,0.5447941888619855,0.576271186440678,102,311,4,21,102,311,1.8777018118851087e-18,1.2062799580778976e-15,1.784464204674262e-17,1.0104914418052542e-14
KEGG:hsa04622,RIG-I-like receptor signaling pathway,0.18181818181818182,0.19545454545454546,0.5727272727272728,0.6090909090909091,30,80,2,10,30,80,5.008907160300986e-08,4.5492361416194654e-07,1.3023158616782563e-07,1.0540676932390634e-06
KEGG:hsa04623,Cytosolic DNA-sensing pathway,0.22535211267605634,0.4225352112676056,0.6056338028169014,0.6197183098591549,16,55,1,2,16,55,0.0002976397291901669,0.0002976397291901669,0.000484235592472314,0.00044039356669577686
KEGG:hsa04630,Jak-STAT signaling pathway,0.3479694908266337,0.37274000509294625,0.7012987012987013,0.7045454545454546,81,227,3,17,81,227,4.741882454585478e-15,5.852039729724969e-15,3.126466039434827e-14,4.55205090405035e-14
KEGG:hsa04650,Natural killer cell mediated cytotoxicity,0.6694078947368421,0.36383928571428575,0.8322368421052632,0.8717105263157895,100,204,4,7,100,204,1.007519092699729e-09,4.2777796495516624e-14,3.2590641073714243e-09,2.89347952693277e-13
KEGG:hsa04658,Th1 and Th2 cell differentiation,0.30985221674876845,0.2590311986863711,0.625615763546798,0.7192118226600985,52,151,4,15,52,151,8.504297363148889e-10,1.5483927383654982e-10,2.7902194681950404e-09,5.937322859436717e-10
KEGG:hsa04659,Th17 cell differentiation,0.3678254942058623,0.16025283509946087,0.6595092024539877,0.7055214723926381,91,235,6,22,91,235,4.395302424709819e-15,4.828295531925075e-12,2.920287318621184e-14,2.368474700120003e-11
KEGG:hsa04660,T cell receptor signaling pathway,0.5399644283365214,0.18740650074799403,0.772609819121447,0.8242894056847545,116,271,7,19,116,271,3.340608922568861e-14,9.515363805510466e-20,1.8866225800409386e-13,1.2636867297805971e-18
KEGG:hsa04662,B cell receptor signaling pathway,0.7654320987654322,0.1908831908831909,0.9088319088319088,0.9088319088319088,117,234,8,7,117,234,1.5439458517098514e-08,3.4953780120748234e-13,4.29809572455793e-08,2.009950025616654e-12
KEGG:hsa04664,Fc epsilon RI signaling pathway,0.26889564336372845,0.6189249720044793,0.6723404255319149,0.6808510638297872,65,170,2,19,65,170,3.210454103929305e-15,2.626934501400295e-15,2.147575609327467e-14,2.1034791706065597e-14
KEGG:hsa04666,Fc gamma R-mediated phagocytosis,-0.04586003266742054,0.2584826181548859,0.503957783641161,0.5065963060686016,87,292,3,19,87,292,1.5568052789155928e-20,9.14466285379939e-19,1.8493773054704198e-19,1.1316520281576743e-17
KEGG:hsa04668,TNF signaling pathway,0.2870910268869452,0.3585600907029478,0.673469387755102,0.6802721088435374,94,200,3,24,94,200,1.8641063649976428e-22,1.8491461834102378e-11,2.5946854252189413e-21,8.461009217368693e-11
KEGG:hsa04670,Leukocyte transendothelial migration,0.691990661330284,0.10637752924101426,0.8584905660377359,0.8584905660377359,245,391,17,13,245,391,4.602110213740319e-23,1.7560750817971824e-22,7.046342082815733e-22,2.731951091538759e-21
KEGG:hsa04672,Intestinal immune network for IgA production,0.8625352112676056,0.7107981220657277,0.9323943661971831,0.9323943661971831,167,188,3,3,167,188,3.684007873532788e-07,1.7251403891341715e-15,8.875109877147171e-07,1.412539762230912e-14
KEGG:hsa04710,Circadian rhythm,0.7502472799208705,0.2564787339268051,0.8783382789317508,0.8783382789317508,131,206,6,5,131,206,1.277113895122342e-08,0.04000580848620542,3.6062765317184164e-08,0.04254523968894307
KEGG:hsa04713,Circadian entrainment,0.7089989462592202,0.21285563751317177,0.852054794520548,0.852054794520548,163,202,13,10,163,202,3.134283480213514e-13,0.007657258439353876,1.570560958448808e-12,0.008777636253111969
KEGG:hsa04720,Long-term potentiation,0.38839285714285715,0.2041666666666667,0.6875,0.7395833333333334,60,132,5,10,60,132,2.4571915959467864e-10,1.0041951932807331e-13,8.507562862348421e-10,6.24896323132982e-13
KEGG:hsa04722,Neurotrophin signaling pathway,-0.04598219961856326,0.16816558441558443,0.4954545454545455,0.509090909090909,102,338,8,35,102,338,4.785317325328908e-22,3.7882173617785477e-16,6.280159308860225e-21,3.4960751754041006e-15
KEGG:hsa04723,Retrograde endocannabinoid signaling,0.4730567828505973,0.13250239993321924,0.7319587628865979,0.7319587628865979,151,237,26,19,151,237,1.706535724109365e-25,1.5433764474313252e-24,3.266119760864868e-24,2.710866050407602e-23
KEGG:hsa04724,Glutamatergic synapse,0.6496190647976363,0.14814814814814814,0.819047619047619,0.8166666666666667,139,281,18,10,139,281,7.375420962836388e-13,7.126553196338782e-15,3.528934057912688e-12,5.4653636836710804e-14
KEGG:hsa04725,Cholinergic synapse,0.6321821748642477,0.137802343159486,0.8273809523809523,0.8452380952380952,194,310,18,21,194,310,9.485670139334565e-19,1.4147058803918128e-08,9.205108064790867e-18,4.043608146316756e-08
KEGG:hsa04726,Serotonergic synapse,0.45196537342095,0.1551738308539492,0.7277882797731569,0.7655954631379962,175,354,17,23,175,354,9.931533336359534e-27,8.587121497965247e-23,2.0125960202210937e-25,1.39572765840062e-21
KEGG:hsa04727,GABAergic synapse,0.8097531444185719,0.11818463444857498,0.895910780669145,0.879182156133829,219,319,32,6,219,319,3.051012169347933e-11,1.867436660393815e-16,1.1776736048631517e-10,1.7531366579041935e-15
KEGG:hsa04728,Dopaminergic synapse,0.782233430453371,0.1668700707723632,0.8955954323001631,0.8955954323001631,210,403,28,19,210,403,5.271961807342484e-13,2.1203654999807486e-09,2.5490397791291027e-12,6.635281693905274e-09
KEGG:hsa04730,Long-term depression,0.7377310388782664,0.35850860420650094,0.8546845124282982,0.887189292543021,181,342,4,8,181,342,3.242325451499723e-10,3.6022961186200484e-06,1.1059218990511432e-09,7.08104778551847e-06
